,link post,date,post id,Cluster,entity,x,y,sentiment,content,sentiment_overall,sentiment_weight,likes,impressions,retweets,replies,clicks,quotes,id,popularity_score,controversiality_score
11,https://twitter.com/cnbcindonesia/status/1632757045756657667,2023-03-06,6406010a3d0ce359de14950f,2,ketua asean,-8.676474,14.575291,"{'negative': 0.3977953791618347, 'neutral': 0.3190796971321106, 'positive': 0.2831249237060547}",Catat! 3 Topik Strategis Indonesia Sebagai Ketua ASEAN 2023 https://t.co/oDpIYQAcrM,negative,0.3977953791618347,0,0,0,0,0,0,1632757045756657667,0,0
12,https://twitter.com/cnbcindonesia/status/1632757045756657667,2023-03-06,6406010a3d0ce359de14950f,2,2023,-8.676474,14.575291,"{'negative': 0.3977953791618347, 'neutral': 0.3190796971321106, 'positive': 0.2831249237060547}",Catat! 3 Topik Strategis Indonesia Sebagai Ketua ASEAN 2023 https://t.co/oDpIYQAcrM,negative,0.3977953791618347,0,0,0,0,0,0,1632757045756657667,0,0
13,https://twitter.com/cnbcindonesia/status/1632753251165655041,2023-03-06,6406010a3d0ce359de149513,3,sb,12.69456,0.3456097,"{'neutral': 0.9877585768699646, 'positive': 0.010050990618765354, 'negative': 0.002190375467762351}","Perdana, Beli SBN Ritel Kini Bisa di Livin' by Mandiri Lho https://t.co/1KJTepV4uj",neutral,0.9877585768699646,0,0,0,0,0,0,1632753251165655041,0,0
14,https://twitter.com/cnbcindonesia/status/1632753251165655041,2023-03-06,6406010a3d0ce359de149513,3,mandiri lho,12.69456,0.3456097,"{'neutral': 0.9877585768699646, 'positive': 0.010050990618765354, 'negative': 0.002190375467762351}","Perdana, Beli SBN Ritel Kini Bisa di Livin' by Mandiri Lho https://t.co/1KJTepV4uj",neutral,0.9877585768699646,0,0,0,0,0,0,1632753251165655041,0,0
15,https://twitter.com/cnbcindonesia/status/1632751733301555203,2023-03-06,6406010b3d0ce359de149515,2,jerman,37.523014,9.842591,"{'negative': 0.596137285232544, 'neutral': 0.34368064999580383, 'positive': 0.06018209084868431}","Bukan Perang, Petaka Ini Bisa Bikin Jerman Boncos Rp 14.653 T https://t.co/MthiMSxLIv",negative,0.596137285232544,0,0,0,0,0,0,1632751733301555203,0,0
16,https://twitter.com/cnbcindonesia/status/1632749456675274752,2023-03-06,6406010b3d0ce359de149517,5,kearjjado,14.4833,27.389933,"{'positive': 0.6807672381401062, 'neutral': 0.2645953595638275, 'negative': 0.054637420922517776}",Sisi Lain Kemacetan Jakarta: Ternyata Ada Rasa Gembira https://t.co/keArJJADoq,positive,0.6807672381401062,0,0,0,0,0,0,1632749456675274752,0,0
17,https://twitter.com/cnbcindonesia/status/1632745408651837446,2023-03-06,6406010b3d0ce359de149519,5,bmkg,-24.774353,1.4254149,"{'neutral': 0.9270064234733582, 'negative': 0.06483804434537888, 'positive': 0.008155621588230133}",Peringatan Terbaru BMKG: Waspada Kemarau Datang Lebih Cepat! https://t.co/CK9XjSrkCv,neutral,0.9270064234733582,1,0,0,0,0,0,1632745408651837446,1,0
18,https://twitter.com/cnbcindonesia/status/1632744144681545729,2023-03-06,6405f425450a2164185b763b,3,elon musk,50.082073,37.258595,"{'negative': 0.5016348958015442, 'neutral': 0.4584462344646454, 'positive': 0.03991882875561714}","Kripto Ditinggal, Elon Musk Beri Pesan Menohok! https://t.co/aJLuz8c88J",negative,0.5016348958015442,4,0,0,0,0,0,1632744144681545729,4,0
19,https://twitter.com/cnbcindonesia/status/1632743131140562944,2023-03-06,6405f425450a2164185b763d,5,anya dwinov,15.626305,27.264248,"{'neutral': 0.8821039795875549, 'negative': 0.11128176748752594, 'positive': 0.0066142091527581215}","Emosi Soal Indosurya, Anya Dwinov: Berasa Tersambar Geledek! https://t.co/a4DFiEzJMQ",neutral,0.8821039795875549,2,0,1,0,0,0,1632743131140562944,3,0
20,https://twitter.com/cnbcindonesia/status/1632740345732530177,2023-03-06,6405f425450a2164185b7641,2,astaga,61.933247,13.065201,"{'negative': 0.998663067817688, 'neutral': 0.0008432340109720826, 'positive': 0.0004936668556183577}",Astaga Ngerinya! China Jadi Pemegang Kunci Perang Dunia 3 https://t.co/DYUwu5urAG,negative,0.998663067817688,2,0,0,0,0,0,1632740345732530177,2,0
21,https://twitter.com/cnbcindonesia/status/1632739331445084165,2023-03-06,6405f425450a2164185b7643,1,bi,29.937492,-9.901333,"{'neutral': 0.9835436940193176, 'negative': 0.014779877848923206, 'positive': 0.0016764140455052257}",BI: Kita Tidak Ingin Alami Depresiasi Rupiah yang Berlebihan! https://t.co/HBREWSZ0wt,neutral,0.9835436940193176,1,0,0,0,0,0,1632739331445084165,1,0
22,https://twitter.com/cnbcindonesia/status/1632738319804112898,2023-03-06,6405f425450a2164185b7645,0,erick,-26.793444,-53.46423,"{'neutral': 0.9890781044960022, 'negative': 0.00650174031034112, 'positive': 0.004420080687850714}",Erick Sebut Ide Relokasi Depo BBM Plumpang Sejak 2 Tahun Lalu https://t.co/urvYcpZcjn,neutral,0.9890781044960022,0,0,0,0,0,0,1632738319804112898,0,0
23,https://twitter.com/cnbcindonesia/status/1632738319804112898,2023-03-06,6405f425450a2164185b7645,0,ur,-26.793444,-53.46423,"{'neutral': 0.9890781044960022, 'negative': 0.00650174031034112, 'positive': 0.004420080687850714}",Erick Sebut Ide Relokasi Depo BBM Plumpang Sejak 2 Tahun Lalu https://t.co/urvYcpZcjn,neutral,0.9890781044960022,0,0,0,0,0,0,1632738319804112898,0,0
24,https://twitter.com/cnbcindonesia/status/1632736800077754371,2023-03-06,6405f425450a2164185b7647,4,bill gates,-7.678989,59.265556,"{'neutral': 0.5966660380363464, 'positive': 0.3874417245388031, 'negative': 0.015892229974269867}",Kesaksian Anak Bill Gates: TikTok Penuh Konspirasi! https://t.co/oDqK883uhY,neutral,0.5966660380363464,1,0,1,0,0,0,1632736800077754371,2,0
25,https://twitter.com/cnbcindonesia/status/1632734516979683331,2023-03-06,6405f425450a2164185b7649,5,polisi pakistan,-24.707863,-25.081276,"{'negative': 0.8816288113594055, 'neutral': 0.10906191170215607, 'positive': 0.009309276007115841}","Potret Ngeri Bom Bunuh Diri Serang Polisi Pakistan, 9 Tewas https://t.co/TlHU0tMDYa",negative,0.8816288113594055,0,0,0,0,0,0,1632734516979683331,0,0
26,https://twitter.com/cnbcindonesia/status/1632731734851698693,2023-03-06,6405f425450a2164185b764d,0,erick,-26.878248,-52.563232,"{'neutral': 0.9965642094612122, 'negative': 0.0023435812909156084, 'positive': 0.0010922159999608994}",Penjelasan Erick Soal Relokasi Depo BBM Pertamina Plumpang https://t.co/ThrOy4xmfj,neutral,0.9965642094612122,2,0,0,0,0,0,1632731734851698693,2,0
27,https://twitter.com/cnbcindonesia/status/1632729711313862656,2023-03-06,6405f425450a2164185b764f,0,bbm,-27.874813,-55.06847,"{'neutral': 0.9962659478187561, 'negative': 0.0027454188093543053, 'positive': 0.0009886514162644744}","Depo BBM Plumpang Pindah ke Kalibaru, Lahan Reklamasi 32 Ha https://t.co/hBw56dmr51",neutral,0.996265947818756,0,0,0,0,0,0,1632729711313862656,0,0
28,https://twitter.com/cnbcindonesia/status/1632728951645765635,2023-03-06,6405f426450a2164185b7651,1,ojk,21.851366,-7.270314,"{'neutral': 0.9809922575950623, 'positive': 0.012700892053544521, 'negative': 0.006306836381554604}","Tingkatkan Literasi, OJK Gelar Edukasi Keuangan https://t.co/4N7AXVokMl",neutral,0.9809922575950624,0,0,0,0,0,0,1632728951645765635,0,0
29,https://twitter.com/cnbcindonesia/status/1632725659649822721,2023-03-06,6405e4eeee888740970f4fc3,3,luhut,-42.35437,6.801622,"{'neutral': 0.9052227735519409, 'negative': 0.09136773645877838, 'positive': 0.0034094008151441813}","Luhut Rapat 2 Jam Soal KRL Bekas Jepang, Jadi Impor? https://t.co/gZbuSFXhR9",neutral,0.9052227735519408,0,0,0,0,0,0,1632725659649822721,0,0
30,https://twitter.com/cnbcindonesia/status/1632724139864719367,2023-03-06,6405e4eeee888740970f4fc5,3,ko,-59.889576,26.44399,"{'neutral': 0.9588451385498047, 'negative': 0.03615842014551163, 'positive': 0.004996369127184153}","Beli Mobil Listrik Dapat Subsidi, Begini Respons Bos Otomotif https://t.co/KOJmDQKYD3",neutral,0.9588451385498048,1,0,0,0,0,0,1632724139864719367,1,0
31,https://twitter.com/cnbcindonesia/status/1632715318513549313,2023-03-06,6405e4eeee888740970f4fcd,0,erick,-26.183683,-51.623253,"{'neutral': 0.9975553154945374, 'negative': 0.0015474354149773717, 'positive': 0.0008971919887699187}",Erick Tetapkan Buffer Zone di Depo BBM Pertamina Plumpang https://t.co/Ke3nI84zl9,neutral,0.9975553154945374,0,0,0,0,0,0,1632715318513549313,0,0
32,https://twitter.com/cnbcindonesia/status/1632710282358161408,2023-03-06,6405d7e05094b7543a1760e5,1,bank nasional swiss,19.730808,3.317318,"{'negative': 0.9737610816955566, 'neutral': 0.02403378300368786, 'positive': 0.0022051315754652023}","Amsyong! Bank Nasional Swiss Rugi Rp 2.165 T, Kok Bisa? https://t.co/hRI0DMi6sU",negative,0.9737610816955566,0,0,0,0,0,0,1632710282358161408,0,0
33,https://twitter.com/cnbcindonesia/status/1632708519412604930,2023-03-06,6405d7e05094b7543a1760e7,5,mu,-4.96005,-49.398834,"{'neutral': 0.6375186443328857, 'negative': 0.2902644872665405, 'positive': 0.07221686840057373}","MU Tumbang 7-0 Digeprek Liverpool, Ini Alasan Bruno Fernandes https://t.co/D6GgZ9N4MM",neutral,0.6375186443328857,2,0,0,0,0,0,1632708519412604930,2,0
34,https://twitter.com/cnbcindonesia/status/1632708519412604930,2023-03-06,6405d7e05094b7543a1760e7,5,liverpool,-4.96005,-49.398834,"{'neutral': 0.6375186443328857, 'negative': 0.2902644872665405, 'positive': 0.07221686840057373}","MU Tumbang 7-0 Digeprek Liverpool, Ini Alasan Bruno Fernandes https://t.co/D6GgZ9N4MM",neutral,0.6375186443328857,2,0,0,0,0,0,1632708519412604930,2,0
35,https://twitter.com/cnbcindonesia/status/1632708519412604930,2023-03-06,6405d7e05094b7543a1760e7,5,bruno fernandes,-4.96005,-49.398834,"{'neutral': 0.6375186443328857, 'negative': 0.2902644872665405, 'positive': 0.07221686840057373}","MU Tumbang 7-0 Digeprek Liverpool, Ini Alasan Bruno Fernandes https://t.co/D6GgZ9N4MM",neutral,0.6375186443328857,2,0,0,0,0,0,1632708519412604930,2,0
36,https://twitter.com/cnbcindonesia/status/1632706503592353792,2023-03-06,6405d7e05094b7543a1760eb,6,bkn,-11.316284,-26.475496,"{'neutral': 0.9286938309669495, 'positive': 0.06074809283018112, 'negative': 0.010558098554611206}","BKN Bawa Kabar Penting, Pensiunan PNS Pasti Happy! https://t.co/bWQKviwXdA",neutral,0.9286938309669496,0,0,0,0,0,0,1632706503592353792,0,0
37,https://twitter.com/cnbcindonesia/status/1632706503592353792,2023-03-06,6405d7e05094b7543a1760eb,6,pns,-11.316284,-26.475496,"{'neutral': 0.9286938309669495, 'positive': 0.06074809283018112, 'negative': 0.010558098554611206}","BKN Bawa Kabar Penting, Pensiunan PNS Pasti Happy! https://t.co/bWQKviwXdA",neutral,0.9286938309669496,0,0,0,0,0,0,1632706503592353792,0,0
38,https://twitter.com/cnbcindonesia/status/1632705746864414721,2023-03-06,6405d7e05094b7543a1760ed,0,menteri bumn,-34.335518,-40.22037,"{'neutral': 0.9745133519172668, 'negative': 0.022584030404686928, 'positive': 0.002902628853917122}","Menteri BUMN Rapat Dengan Pertamina, Bahas Kebakaran? https://t.co/do4q1KmpGV",neutral,0.9745133519172668,1,0,0,0,0,0,1632705746864414721,1,0
39,https://twitter.com/cnbcindonesia/status/1632705746864414721,2023-03-06,6405d7e05094b7543a1760ed,0,pertamina,-34.335518,-40.22037,"{'neutral': 0.9745133519172668, 'negative': 0.022584030404686928, 'positive': 0.002902628853917122}","Menteri BUMN Rapat Dengan Pertamina, Bahas Kebakaran? https://t.co/do4q1KmpGV",neutral,0.9745133519172668,1,0,0,0,0,0,1632705746864414721,1,0
40,https://twitter.com/cnbcindonesia/status/1632704233517596676,2023-03-06,6405d7e05094b7543a1760f1,5,indosurya,7.0853205,20.453997,"{'negative': 0.9297381639480591, 'neutral': 0.06585367023944855, 'positive': 0.004408144857734442}","Korban Indosurya Gak Percaya Homologasi, Ini Alasannya https://t.co/aRlOnkFoPV",negative,0.9297381639480592,1,0,0,0,0,0,1632704233517596676,1,0
41,https://twitter.com/cnbcindonesia/status/1632701964579422208,2023-03-06,6405d7e05094b7543a1760f7,4,putri tanjung,14.353645,45.06553,"{'positive': 0.8615112900733948, 'neutral': 0.08216765522956848, 'negative': 0.056321095675230026}",Catat! 5 Tips Putri Tanjung Biar Jadi Entrepreneur Sukses https://t.co/5YnxTcdAqt,positive,0.8615112900733948,1,0,0,0,0,0,1632701964579422208,1,0
42,https://twitter.com/cnbcindonesia/status/1632700452130127872,2023-03-06,6405d7e05094b7543a1760fb,4,pns,-10.121671,55.80081,"{'negative': 0.9616318345069885, 'neutral': 0.03690921142697334, 'positive': 0.0014589226339012384}","Bukan Cuma PNS, TikTok Mau Diblokir di HP Warga AS https://t.co/zPZectVHqc",negative,0.9616318345069884,1,0,0,0,0,0,1632700452130127872,1,0
43,https://twitter.com/cnbcindonesia/status/1632699697293869056,2023-03-06,6405d7e05094b7543a1760fd,5,erick thohir,16.50291,-21.16159,"{'negative': 0.976044774055481, 'neutral': 0.021413501352071762, 'positive': 0.002541734604164958}",Erick Thohir Kaget FIFA Mau Coret Stadion Piala Dunia U-20 https://t.co/Wu2kla4uvN,negative,0.976044774055481,1,0,0,0,0,0,1632699697293869056,1,0
44,https://twitter.com/cnbcindonesia/status/1632699697293869056,2023-03-06,6405d7e05094b7543a1760fd,5,fifa,16.50291,-21.16159,"{'negative': 0.976044774055481, 'neutral': 0.021413501352071762, 'positive': 0.002541734604164958}",Erick Thohir Kaget FIFA Mau Coret Stadion Piala Dunia U-20 https://t.co/Wu2kla4uvN,negative,0.976044774055481,1,0,0,0,0,0,1632699697293869056,1,0
45,https://twitter.com/cnbcindonesia/status/1632698185926803456,2023-03-06,6405c8cc5094b7543a1760b4,0,erick bla,-29.086832,-53.695164,"{'negative': 0.9770728349685669, 'neutral': 0.022326594218611717, 'positive': 0.0006006177864037454}",Erick Blak-blakan Pemindahan Pemukiman Terminal BBM Plumpang https://t.co/WWPGAhUJ69,negative,0.9770728349685668,1,0,0,0,0,0,1632698185926803456,1,0
46,https://twitter.com/cnbcindonesia/status/1632697432403243010,2023-03-06,6405c8cc5094b7543a1760b6,0,erick,-27.38316,-53.83836,"{'neutral': 0.9625279307365417, 'negative': 0.028604401275515556, 'positive': 0.00886764470487833}","Erick Resmi Pindahkan Depo BBM Plumpang, Ini Lokasinya.. https://t.co/GyejpBOSuN",neutral,0.9625279307365416,0,0,1,0,0,0,1632697432403243010,1,0
47,https://twitter.com/cnbcindonesia/status/1632696673540485121,2023-03-06,6405c8cc5094b7543a1760b8,3,bri,-7.8980856,18.530857,"{'neutral': 0.8810053467750549, 'positive': 0.08030340075492859, 'negative': 0.03869127482175827}","Optimis Hadapi 2023, BRI Makin Gencar Ekspansi https://t.co/AafBcqxzIl",neutral,0.8810053467750549,1,0,0,0,0,0,1632696673540485121,1,0
48,https://twitter.com/cnbcindonesia/status/1632695917777223681,2023-03-06,6405c8cc5094b7543a1760ba,5,polisi,-24.61106,-25.026293,"{'negative': 0.9950302839279175, 'neutral': 0.004032050259411335, 'positive': 0.0009376142988912761}","Ngeri! Bom Bunuh Diri Guncang Pakistan, 9 Polisi Tewas https://t.co/ufC0QcPbrZ",negative,0.9950302839279176,0,0,0,0,0,0,1632695917777223681,0,0
49,https://twitter.com/cnbcindonesia/status/1632694407597027328,2023-03-06,6405c8cc5094b7543a1760be,6,erick thohir,-18.63372,-44.341393,"{'neutral': 0.9965824484825134, 'negative': 0.0023346119560301304, 'positive': 0.0010829685488715768}","Erick Thohir dan Menhub Datang ke Kantor Luhut, Ada Apa? https://t.co/PpK55pkZQ8",neutral,0.9965824484825134,1,0,0,0,0,0,1632694407597027328,1,0
50,https://twitter.com/cnbcindonesia/status/1632694407597027328,2023-03-06,6405c8cc5094b7543a1760be,6,menhub,-18.63372,-44.341393,"{'neutral': 0.9965824484825134, 'negative': 0.0023346119560301304, 'positive': 0.0010829685488715768}","Erick Thohir dan Menhub Datang ke Kantor Luhut, Ada Apa? https://t.co/PpK55pkZQ8",neutral,0.9965824484825134,1,0,0,0,0,0,1632694407597027328,1,0
51,https://twitter.com/cnbcindonesia/status/1632693649770160128,2023-03-06,6405c8cc5094b7543a1760c0,3,gw,-58.06283,27.97799,"{'neutral': 0.9931188821792603, 'negative': 0.00455378508195281, 'positive': 0.0023272617254406214}",Video: 35 Ribu Mobil Listrik Akan Dapat Bantuan Subsidi https://t.co/gwovyJqkeq,neutral,0.9931188821792604,0,0,1,0,0,0,1632693649770160128,1,0
52,https://twitter.com/cnbcindonesia/status/1632692893201620996,2023-03-06,6405c8cc5094b7543a1760c2,1,bos bi,29.599752,-11.2498255,"{'negative': 0.9462178349494934, 'neutral': 0.05116042494773865, 'positive': 0.0026218018028885126}","Sebentar Lagi Rupiah Digital Terbit, Ini Penjelasan Bos BI! https://t.co/bblGocVN3e",negative,0.9462178349494934,0,0,1,0,0,0,1632692893201620996,1,0
53,https://twitter.com/cnbcindonesia/status/1632692137375432707,2023-03-06,6405c8cc5094b7543a1760c4,5,arb,21.283321,-29.48143,"{'negative': 0.7461358904838562, 'neutral': 0.20311109721660614, 'positive': 0.05075301229953766}","ARB Simetris, Siapa Takut https://t.co/jAYBd293da",negative,0.7461358904838562,0,0,0,0,0,0,1632692137375432707,0,0
54,https://twitter.com/cnbcindonesia/status/1632692137375432707,2023-03-06,6405c8cc5094b7543a1760c4,5,simetris,21.283321,-29.48143,"{'negative': 0.7461358904838562, 'neutral': 0.20311109721660614, 'positive': 0.05075301229953766}","ARB Simetris, Siapa Takut https://t.co/jAYBd293da",negative,0.7461358904838562,0,0,0,0,0,0,1632692137375432707,0,0
55,https://twitter.com/cnbcindonesia/status/1632691381553512448,2023-03-06,6405c8cc5094b7543a1760c6,5,tim setan merah,-3.589034,-49.045517,"{'negative': 0.9730220437049866, 'neutral': 0.0197730902582407, 'positive': 0.0072048138827085495}",Ekspresi Wajah Tertunduk Malu Tim Setan Merah Kalah 7-0 https://t.co/h4sur5lULR,negative,0.9730220437049866,0,0,0,0,0,0,1632691381553512448,0,0
56,https://twitter.com/cnbcindonesia/status/1632690627182751744,2023-03-06,6405c8cc5094b7543a1760c8,6,pp,-7.084827,-29.457964,"{'neutral': 0.9987618923187256, 'positive': 0.0006513384287245572, 'negative': 0.0005867353174835443}",PPATK Gali Analisis Pejabat Bea Cukai Eko Darmanto https://t.co/YLFdY2BDDD,neutral,0.9987618923187256,1,0,1,0,0,0,1632690627182751744,2,0
57,https://twitter.com/cnbcindonesia/status/1632690627182751744,2023-03-06,6405c8cc5094b7543a1760c8,6,pejabat bea cukai,-7.084827,-29.457964,"{'neutral': 0.9987618923187256, 'positive': 0.0006513384287245572, 'negative': 0.0005867353174835443}",PPATK Gali Analisis Pejabat Bea Cukai Eko Darmanto https://t.co/YLFdY2BDDD,neutral,0.9987618923187256,1,0,1,0,0,0,1632690627182751744,2,0
58,https://twitter.com/cnbcindonesia/status/1632690627182751744,2023-03-06,6405c8cc5094b7543a1760c8,6,eko darmanto,-7.084827,-29.457964,"{'neutral': 0.9987618923187256, 'positive': 0.0006513384287245572, 'negative': 0.0005867353174835443}",PPATK Gali Analisis Pejabat Bea Cukai Eko Darmanto https://t.co/YLFdY2BDDD,neutral,0.9987618923187256,1,0,1,0,0,0,1632690627182751744,2,0
59,https://twitter.com/cnbcindonesia/status/1632689870714945537,2023-03-06,6405c8cc5094b7543a1760ca,3,jokowi,-57.031376,26.08101,"{'negative': 0.6257142424583435, 'neutral': 0.243485227227211, 'positive': 0.13080056011676788}","Wah! Jokowi Beri Subsidi Rp 1,7 T untuk 250.000 Motor Listrik https://t.co/Vr1ygey2Ox",negative,0.6257142424583435,1,0,1,0,0,0,1632689870714945537,2,0
60,https://twitter.com/cnbcindonesia/status/1632689114930610176,2023-03-06,6405c8cc5094b7543a1760cc,3,moge,-59.052376,19.818419,"{'neutral': 0.8721058368682861, 'negative': 0.08175910264253616, 'positive': 0.04613508656620979}","Kecuali Moge, Ini yang Dapat Bantuan Konversi Motor Listrik https://t.co/3qjznutQnd",neutral,0.8721058368682861,0,0,1,0,0,0,1632689114930610176,1,0
61,https://twitter.com/cnbcindonesia/status/1632688360824221697,2023-03-06,6405c8cd5094b7543a1760ce,1,arb,25.117712,-25.732164,"{'neutral': 0.9572856426239014, 'negative': 0.03386635705828667, 'positive': 0.008847923949360847}","Aturan Jam Bursa Hingga ARB Akan Kembali Normal, Sudah Tepat? https://t.co/UivMaoAkYJ",neutral,0.9572856426239014,0,0,0,0,0,0,1632688360824221697,0,0
62,https://twitter.com/cnbcindonesia/status/1632685335061643264,2023-03-06,6405c8cd5094b7543a1760d6,3,sima,-60.75213,27.3719,"{'neutral': 0.965474009513855, 'negative': 0.028593871742486954, 'positive': 0.005932205356657505}","5 Merek Mobil &amp; Motor Listrik yang Disubsidi, Simak! https://t.co/WQgdpj3Lhn",neutral,0.965474009513855,0,0,0,0,0,0,1632685335061643264,0,0
63,https://twitter.com/cnbcindonesia/status/1632681560611717123,2023-03-06,6405bbb423f9970e213d7287,3,bri,-12.368608,16.710854,"{'positive': 0.8480913639068604, 'neutral': 0.14457815885543823, 'negative': 0.007330482825636864}",Mantap! BRI Bantu Promosikan UMKM Di Rumah BUMN Tarutung https://t.co/woKhJb7amc,positive,0.8480913639068604,0,0,1,0,0,0,1632681560611717123,1,0
64,https://twitter.com/cnbcindonesia/status/1632680803728609280,2023-03-06,6405bbb423f9970e213d7289,5,indosurya,6.382612,20.294872,"{'negative': 0.9831575751304626, 'neutral': 0.01520632579922676, 'positive': 0.0016361699672415853}","Kasasi Ganti Rugi Korban Indosurya Ditolak Pengadilan, Kenapa https://t.co/JBvq7xbxYK",negative,0.9831575751304626,0,0,1,0,0,0,1632680803728609280,1,0
65,https://twitter.com/cnbcindonesia/status/1632680047801663490,2023-03-06,6405bbb423f9970e213d728b,1,bursa asia,42.52874,-30.268045,"{'negative': 0.8020877838134766, 'neutral': 0.1704232543706894, 'positive': 0.027488896623253822}","Bursa Asia Berakhir Cerah, Sayang IHSG Gak Ikutan https://t.co/9SRYWRjFz2",negative,0.8020877838134766,0,0,0,0,0,0,1632680047801663490,0,0
