Unnamed: 0,link post,date,post id,Cluster,entity,x,y,sentiment,sentiment_overall,sentiment_weight,text,likes,impressions,comments,shares,saved,reach,video_views,plays,replies,interactions,engagement_rate
10,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,seleng,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
11,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,pn,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
12,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,cn,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
13,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,indones,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
14,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,to,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
15,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,to,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
16,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,to,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
17,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,to,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
18,https://www.instagram.com/p/Cpwb6Rnuy0a/,2023-03-14,6410028bceec3e7b0828c5ba,1,startup,-27.92858,7.748984,"{'neutral': 0.95624840259552, 'positive': 0.03670269250869751, 'negative': 0.0070489500649273396}",neutral,0.95624840259552,"Industri Kripto terancam ambruk pasca keruntuhan dua bank yang 'paling bersahabat dengan sektor crypto' serta satu bank raksasa yang melayani klien startup teknologi dalam waktu kurang dari seminggu. 

Bank tersebut adalah Silvergate Capital, Signature Bank dan Silicon Valley Bank (SVB).

Signature dan Silvergate adalah dua bank utama untuk perusahaan crypto, dan hampir setengah dari semua usaha startup yang didukung AS menyimpan dana di Silicon Valley Bank. Termasuk dana modal ventura ramah crypto dan beberapa perusahaan aset digital.

Ketidakstabilan sekali lagi menunjukkan kerentanan stablecoin, yakni salah satu jenis aset kripto yang dirancang untuk dilindungi dari volatilitas harga yang terjadi. 

Baca artikel selengkapnya di cnbcindonesia.com (klik link di bio)
---
#pasarkripto #kripto #crypto #industrikripto #startup #startupteknologi",252,70,6,0,24,70,0,0,0,282,403.0
19,https://www.instagram.com/p/CpwN0XiJeKz/,2023-03-14,640fe659dcbd4e6b0e67fda2,1,cnbcindonesiacom,-18.740072,17.228052,"{'neutral': 0.9920094013214111, 'positive': 0.006365434732288122, 'negative': 0.0016252093482762575}",neutral,0.9920094013214111,"Indeks Harga Saham Gabungan (IHSG) terpantau ambles nyaris 1% pada perdagangan sesi I Selasa (13/3/2023).

Per pukul 09:30 WIB, IHSG merosot 0,94% ke posisi 6.723,44.

baca berita selengkapnya di cnbcindonesia.com atau klik link di bio

#ihsg",1009,24129,28,0,27,23520,0,0,0,1064,4.52
20,https://www.instagram.com/p/CpwJMHVrR4H/,2023-03-14,640fe659dcbd4e6b0e67fda4,3,cnninternational,-6.583136,14.6968975,"{'neutral': 0.6112802624702454, 'negative': 0.362287700176239, 'positive': 0.02643205039203167}",neutral,0.6112802624702454,"Kondisi hubungan politik China di wilayah Pasifik memanas. 

Hal ini terjadi setelah adanya salah satu negara yang memberikan sinyal akan memutus hubungan diplomatik dengan Negeri Tirai Bambu.

Dalam sebuah surat yang muncul dalam laporan CNN International, Presiden Mikronesia David Panuelo menyebut negaranya sedang berencana untuk memutus hubungannya dengan Beijing.

Ia menuduh China telah melakukan perang politik di Pasifik yang kemudian membuat situasi wilayah tidak kondusif.

Panuelo menyebut bahwa saat ini China tengah berencana melaksanakan perang merebut kembali Taiwan dan negaranya telah diatur untuk mendukung Beijing dalam pertempuran itu.

Maka itu, ia sedang berpikir untuk menjalin hubungan dengan Taipei saja.

Bagaimana tanggapan China?

Baca artikel lengkapnya hanya di cnbcindonesia.com atau klik link di bio",1162,48755,25,0,44,47362,0,0,0,1231,2.6
21,https://www.instagram.com/p/CpwJMHVrR4H/,2023-03-14,640fe659dcbd4e6b0e67fda4,3,presidenmikronesia,-6.583136,14.6968975,"{'neutral': 0.6112802624702454, 'negative': 0.362287700176239, 'positive': 0.02643205039203167}",neutral,0.6112802624702454,"Kondisi hubungan politik China di wilayah Pasifik memanas. 

Hal ini terjadi setelah adanya salah satu negara yang memberikan sinyal akan memutus hubungan diplomatik dengan Negeri Tirai Bambu.

Dalam sebuah surat yang muncul dalam laporan CNN International, Presiden Mikronesia David Panuelo menyebut negaranya sedang berencana untuk memutus hubungannya dengan Beijing.

Ia menuduh China telah melakukan perang politik di Pasifik yang kemudian membuat situasi wilayah tidak kondusif.

Panuelo menyebut bahwa saat ini China tengah berencana melaksanakan perang merebut kembali Taiwan dan negaranya telah diatur untuk mendukung Beijing dalam pertempuran itu.

Maka itu, ia sedang berpikir untuk menjalin hubungan dengan Taipei saja.

Bagaimana tanggapan China?

Baca artikel lengkapnya hanya di cnbcindonesia.com atau klik link di bio",1162,48755,25,0,44,47362,0,0,0,1231,2.6
22,https://www.instagram.com/p/CpwJMHVrR4H/,2023-03-14,640fe659dcbd4e6b0e67fda4,3,davidpanuelo,-6.583136,14.6968975,"{'neutral': 0.6112802624702454, 'negative': 0.362287700176239, 'positive': 0.02643205039203167}",neutral,0.6112802624702454,"Kondisi hubungan politik China di wilayah Pasifik memanas. 

Hal ini terjadi setelah adanya salah satu negara yang memberikan sinyal akan memutus hubungan diplomatik dengan Negeri Tirai Bambu.

Dalam sebuah surat yang muncul dalam laporan CNN International, Presiden Mikronesia David Panuelo menyebut negaranya sedang berencana untuk memutus hubungannya dengan Beijing.

Ia menuduh China telah melakukan perang politik di Pasifik yang kemudian membuat situasi wilayah tidak kondusif.

Panuelo menyebut bahwa saat ini China tengah berencana melaksanakan perang merebut kembali Taiwan dan negaranya telah diatur untuk mendukung Beijing dalam pertempuran itu.

Maka itu, ia sedang berpikir untuk menjalin hubungan dengan Taipei saja.

Bagaimana tanggapan China?

Baca artikel lengkapnya hanya di cnbcindonesia.com atau klik link di bio",1162,48755,25,0,44,47362,0,0,0,1231,2.6
23,https://www.instagram.com/p/CpwJMHVrR4H/,2023-03-14,640fe659dcbd4e6b0e67fda4,3,panuelo,-6.583136,14.6968975,"{'neutral': 0.6112802624702454, 'negative': 0.362287700176239, 'positive': 0.02643205039203167}",neutral,0.6112802624702454,"Kondisi hubungan politik China di wilayah Pasifik memanas. 

Hal ini terjadi setelah adanya salah satu negara yang memberikan sinyal akan memutus hubungan diplomatik dengan Negeri Tirai Bambu.

Dalam sebuah surat yang muncul dalam laporan CNN International, Presiden Mikronesia David Panuelo menyebut negaranya sedang berencana untuk memutus hubungannya dengan Beijing.

Ia menuduh China telah melakukan perang politik di Pasifik yang kemudian membuat situasi wilayah tidak kondusif.

Panuelo menyebut bahwa saat ini China tengah berencana melaksanakan perang merebut kembali Taiwan dan negaranya telah diatur untuk mendukung Beijing dalam pertempuran itu.

Maka itu, ia sedang berpikir untuk menjalin hubungan dengan Taipei saja.

Bagaimana tanggapan China?

Baca artikel lengkapnya hanya di cnbcindonesia.com atau klik link di bio",1162,48755,25,0,44,47362,0,0,0,1231,2.6
24,https://www.instagram.com/p/CpwJMHVrR4H/,2023-03-14,640fe659dcbd4e6b0e67fda4,3,cnbcindones,-6.583136,14.6968975,"{'neutral': 0.6112802624702454, 'negative': 0.362287700176239, 'positive': 0.02643205039203167}",neutral,0.6112802624702454,"Kondisi hubungan politik China di wilayah Pasifik memanas. 

Hal ini terjadi setelah adanya salah satu negara yang memberikan sinyal akan memutus hubungan diplomatik dengan Negeri Tirai Bambu.

Dalam sebuah surat yang muncul dalam laporan CNN International, Presiden Mikronesia David Panuelo menyebut negaranya sedang berencana untuk memutus hubungannya dengan Beijing.

Ia menuduh China telah melakukan perang politik di Pasifik yang kemudian membuat situasi wilayah tidak kondusif.

Panuelo menyebut bahwa saat ini China tengah berencana melaksanakan perang merebut kembali Taiwan dan negaranya telah diatur untuk mendukung Beijing dalam pertempuran itu.

Maka itu, ia sedang berpikir untuk menjalin hubungan dengan Taipei saja.

Bagaimana tanggapan China?

Baca artikel lengkapnya hanya di cnbcindonesia.com atau klik link di bio",1162,48755,25,0,44,47362,0,0,0,1231,2.6
